UID,의견_2020,의견_2021,의견_2022,의견_2023,의견_2024
0405020,[하반기] 팀장을 중심으로 리더쉽을 발휘하여 직원들이 일사 분란하게 행동하고 잘 관리가 되고 있습니다. 하지만 강한 카리스마에는 항상 부작용도 따르기 나름입니다. 관리자는 모두에게 사랑 받거나 인정받을 수 없으며 모두 팀원이 원하는대로 할 수는 없습니다. 다만 얼마나 부드럽게 전달 하느냐 또는 얼마나 부연설명을 하느냐 관건인 것 같습니다. 팀장님은 웃을때 매우 부드럽고 매우 따뜻한 사람이란 걸 알수 있습니다. 내 감정을 어떻게 잘 전달 할 것인지 어떻게 컨트롤 할 것인지 고민할 필요가 있을 것 같습니다.,[상반기] 본인의 적극적인 업무성향이 과하게 다가가 역효과가 우려되는 경우가 있음. 팀원들 및 동료들간의 다양한 성향을 고려하여 다향한 채널을 통한 커뮤니케이션 당부. ,[상반기] 주어진 업무에 대하여 최선을 다하는 업무태도가 모범적인나/ 관리자에게 요구되는 그外의 역할들에 대해 좀더 고민해 볼 필요가 있음. 업무에 대한 전문성 및 다양한 프로세스 개선에 대한 고민에 대한 의견개진이 필요하며 오랜 업력으로 인한 본인의 노하우를 좀더 발전시키고 회사에 도움이 주는 관리자로써의 역할을 기대 함.  [하반기] 빠른 업무처리가 강점이나 이로인한 누락건들이 발생될 수 있어/ 좀더 신중한 업무처리를 요하는 경우는 보완이 필요 함. 고급스키을 요하는 업무에 대한 적응으로 선임 관리자로써의 역할을 기대 함. ,[상반기] 빠른 업무처리가 강점이나 이로 인한 누수가 발생될 수 있어/ 좀더 신중한 업무처리를 요하는 경우는 보완이 필요 함.새로운 업무환경에 대한 적응 시 부정적인 모습을 보이는 경우가 있음. ,[하반기] NPL업력이 아직까지는 부족하다보니 스스로의 역량레벨업을위한 노력이필요로하면 전문지식의 습득을통해 프로페셔널이되기위한 지속적인 노력필요
1006020,[하반기] 팀 선임으로 팀과 지점 전체에 대해 다소 소극적인 경향이 있습니다솔선수범의 모습이 약간 아쉬우며. 강단의 모습 또한 필요해 보입니다 팀 포지션에 맞게 수동적인 부분보다는 능동적인 부분이 필요해보입니다 현재의 위치에 안주 하지 않으며 팀원과 지점/회사를 위해 하나라도 더 할수 있는 부분들을 정확히 찾아내어 공유하여 만들어 나가는 자세 필요합니다 ,[상반기] 스스로 판단하는 부분 및 직원들의 독려를 통해 리더해 나가는 부분은 우수하지만/ 조금 더 섬세함을 살려 방향성을 제시하고 책임감을 지닌다면 좋은 결과물이 나올 것으로 판단 함. [하반기] 채권관리 능력 및 상담 화술은 우수하지만 반대로 월 별 성과관리 및 목표를 만들고 가공하는 부부은 여전히 많이 부족하다고 판단되며/ 조금 더 본인 개인의 실적 달성을 위한 노력은 필요하다고 생각 함.,[상반기] 관리자로 충분한 영향력과 자질을 소지하고 있음에도 다소 소극적인 측면이 있습니다                                                                                                                             [하반기] - 업무를 실행함에 있어 세세하게 이행하는 부분은 좋으나 다음 업무에 대하여 속도가 조금 떨어지는   부분으로 인하여 효율적으로 채권관리가 이루어지지 못하는 부분에 대한 개선이 요구 되어짐,[상반기] - 업적향상이 미흡한 상황에서도 기존의 방식으로만 채권관리가 계속 되는 부분에 대한 변화가 필요하다고 판단이 되어집니다 [하반기] - 개인 업무 외 지점 업무에도 적극적으로 참여하는 자세가 필요 함.,[상반기] - 본인의 의사를 적극적으로 피력하는 부분이 부족한 부분은 보완이 필요 함. [하반기] - 업무의 지속도가 꾸준하지 못한 부분은 보완이 필요 함.
2006020,[하반기] 하반기 코로나로 인하여 팀원들과 협력하여 좀 더 적극적인 업무 추진해야할 때에 다소 머뭇거림이 있으며 하반기 실적 관리에 있어서 약점을 보임.직원들에 대한 배려가 다소 직원들에게 이끌려간는 모습은 보완해야할 부분이라고 생각함.,[상반기] 자신의 의견을 제시할 때 좀 더 적극적으로 표현하는 적극성과 표현력의 보완이 필요함.지점 내 실적 및 업무 운영 현황의 개선을 위해서  강한 의지를 갖고 직원들의 눈높이에 맞춰 업무 추진을 통해 실적 향상과 오류 감소하는 역량 보완이 필요함. [하반기] 현재 맡은 수신업무외에 여신업무에도 관심을 가지고 노력 부탁드립니다.                                                                                                                                                                                                                ,[상반기] 업무습득에 있어 좀 더 적극적으로 노력이 필요하며/ 상대적으로 조금 늦게 업무전환이 이루어 진 만큼 더욱 많은 노력을 통해 빠른 업무적응이 필요함. [하반기] 꾸준한 자기개발 노력을 요함.좀 더 적극적인 업무능력 발전에 노력을 기울일 필요가 있음.향후 영업력 증대를 위한 기초역량 학습과 영업네트워크 구축을 위한 노력을 틈틈히 지속해야함.,[상반기] 꾸준한 자기개발 노력을 요함.좀 더 적극적인 업무능력 발전에 노력을 기울일 필요가 있음.향후 영업력 증대를 위한 기초역량 학습과 영업네트워크 구축을 위한 노력을 틈틈히 지속해야함. [하반기] 꾸준한 자기개발 노력을 요함.좀 더 적극적인 업무능력 발전에 노력을 기울일 필요가 있음.향후 영업력 증대를 위한 기초역량 학습과 영업네트워크 구축을 위한 노력을 틈틈히 지속해야함.,[상반기] 현재 맡은 업무에만 만족하지 말고 꾸준한 자기개발 노력통해 좀 더 적극적으로 업무능력 발전에 노력을 기울일 필요가 있음.향후 영업력 증대를 위한 기초역량 학습과 영업네트워크 구축을 위한 노력을 틈틈히 지속해야함.
9309001,,,[하반기] - PL사업 이외의 부서 등/ 원활한 커뮤니케이션을 좀 더 보완할 필요 있음.- 부하 직원 육성에 대해서도 좀 더 관심을 가지고 각자의 상황에 적합한 육성 방안을 고민할 필요 있음.,,
4106020,[하반기] - 기존의 익숙한 업무방식을 벗어나 새로운 방식을 과감하게 시도할 수 있는 혁신적인 태도가 보완되길 바람- 담당 업무 영역을 확대할 수 있도록 역량개발에 신경쓰기 바람,[상반기] - 기존의 익숙한 업무방식을 벗어나 새로운 방식을 과감하게 시도할 수 있는 혁신적인 태도가 보완되길 바람- 담당 업무 영역을 확대할 수 있도록 역량개발에 신경쓰기 바람 [하반기] - 기존의 익숙한 업무방식을 벗어나 새로운 방식을 과감하게 시도할 수 있는 혁신적인 태도가 보완되길 바람- 담당 업무 영역을 확대할 수 있도록 역량개발에 신경쓰기 바람,[상반기] - 기존의 익숙한 업무방식을 벗어나 새로운 방식을 과감하게 시도할 수 있는 혁신적인 태도가 보완되길 바람- 담당 업무 영역을 확대할 수 있도록 역량개발에 신경쓰기 바람 [하반기] - 기존의 익숙한 업무방식을 벗어나 새로운 방식을 과감하게 시도할 수 있는 혁신적인 태도가 보완되길 바람- 담당 업무 영역을 확대할 수 있도록 역량개발에 신경쓰기 바람,[상반기] - 기존의 익숙한 업무방식을 벗어나 새로운 방식을 과감하게 시도할 수 있는 혁신적인 태도가 보완되길 바람- 담당 업무 영역을 확대할 수 있도록 역량개발에 신경쓰기 바람 [하반기] - 기존의 익숙한 업무방식을 벗어나 새로운 방식을 과감하게 시도할 수 있는 혁신적인 태도가 보완되길 바람- 담당 분야에서 최고 전문가가 되기 위해 적극적으로 새로운 지식 및 기술을 학습,
9106020,[하반기] * 다소 주관이 강한 성향으로 인해 의사결정과정에서 자칫 일방적인 모습으로 비춰질 수 있으며/ 간혹 불평하는 것처럼 상대방이 오인할 수 있는 표현에 대해 조금 신중하게 대처했으면 함.* 기본적인 보고서 작성 등 팀장들의 역량강화 및 자기개발을 위해 분위기를 조성하고 항상 노력해주기 바람.,[상반기] 때로는 과감하고 강한 리더십이 필요하고 팀장의 역량향상을 위해 일부업무에 대해선 책임감을 이전할 필요성 있음.지속적인 센터효율화를 위해 아이디어를 찾고 의사수립에 적극적으로 참여 할 것.조직변화에 맞춰 본사 및 타업무에 대한 공모에도 적극적인 참여가 필요함. [하반기] 구성원과의 소통이 전반적으로 원활하지만 일부 구성원과의 소통은 다소 미흡해 보여 개선하도록 할 것회사의 변화에 맞춰 지속적인 자기개발과 도전의식이 요구 되어 짐,[상반기] 새로운 변화에 대한 대안이나 이슈제기가 더욱 필요하고  지시에만 움직이지말고 자발적인 행동이 좀 더 필요함. 업무역할이 변경되는 시기인 만큼 빠르게 변화에 동참하여 업무누수를 최소화 할때임 [하반기] 모기지 업계전반및 시장상황에 대한 폭넓은 이해와 관계형성이 필요함관리자로서 실적에 대한 대안및 해결과 본인의 의견을 좀더 피력할 필료가 있음                                                                                                ,[상반기] 본인 스스로 자만이나 동기부여를 잃지 않도록 스스로 컨트롤 할수있기를 바람                                                                                                                                                                                                                                                                                                                                         [하반기] - 심사기획팀장이긴 하나 시장의 변화에 대해 보다 많은 관심이 필요함- 도적적인 마인드가 좀 더 강했으면 함,[상반기] 좀 더 강한 리더십을 가졌으면 합니다.솔선수범 하는 모습이 좋은 리더로서의 중요 덕목이긴 하지만 적절한 범위에서는 팀원들에게 시키고 맡기는 부분도 필요할 것 같습니다.
1007020,[하반기] 본인스스로 발전을 위해 미흡한점(개인성적)에 대해 깊은 고민을 하여 대안을 찾았으면 하고/ 전문적인 스킬향상을 위해 자격증 취득에 대해서도 노력을 해주었으면 한다.,[상반기] 채무조정(분할)/ 부동산가압류 신청 / 초본열람 정보갱신 등의 업무를 적극적으로 진행할 수 있도록 업무개선이 필요합니다.꾸준히 매월 목표달성이 될수 있도록 개인목표달성에 대한 강한 의지를 보여줘야 합니다.변화보다는 현재 상황에 안주하려는 경향이 있습니다. [하반기] 개인의 업무와 공통의 업무에 대해서 좀더 적극적인 업무수행 부분이 아쉽다 생각되며 다른 직원들과의 교류가 거의 없는 부분에서 보완이 되었으면 합니다.,[상반기] *업무참여에 대한 능동성이 필요합니다.*경력에 맞는 자기개발의 가시적성과가 필요합니다.*조직과 동반성장 할 수 있다는 기대와 집중이 보완된다면 발전이 기대 됩니다.  [하반기] *경력에 맞는 자기개발의 가시적성과가 필요합니다.*과거보다 개선에 대한 관심과 노력이 지속되길 응원합니다. *현재 보다 발전할 수 있다는 본인의 잠재력에 대한 관심을 응원합니다.  ,[상반기] *평균 업무량에 대한 관심이 필요 합니다. *개인 성과에 대한 관심과 노력 필요합니다. *방문예정 업무 등 공통업무 수행에 대한 보완이 필요 합니다. ,[상반기] 다른 팀원들보다 훌룡한 실력과 능력을 가지고 있는데도 불구하고/ 활용하지 않는 것 같아 너무 아쉽습니다.끊임없이 변화하고 노력해서 하반기에는 우수한 성과를 보여줄 수 있도록 부탁드립니다. [하반기] 상반기에는 업무시간 집중과 자기개발을 위해 노력해주시고/ 하반기 실적이 부진했던만큼/ 지금보다 더 욕심을 갖고 실적 향상에 집중해주시기 바랍니다.또한 업무량도 평가에 들어가는 만큼 더 높여주셔야 합니다.
2107020,[하반기] 팀내 선임심사역으로 후배 팀원들에 차주면담/ 리스크분석방법등 실무상 필요한 사항 및 심사부서의 업무특성등에 대해 많이 알려주시면 좋겠습니다.,[상반기] 팀내 선임심사역으로 후배 팀원들에 차주면담/ 리스크분석방법등 실무상 필요한 사항 및 심사부서의 업무특성등에 대해 많이 알려주시면 좋겠습니다 [하반기] 현재 담당여신건이 많아 여유가 많지 않지만/ 주니어심사역이 많은 상환에서 팀내 선임 심사역으로 후배 심사역에 상품별 구조도/ 리스크분석 방법등 지도편달 요청드립니다.,[상반기] 균형감각을 유지하며 심사부 팀장으로 업무수행에 최선을 다하고 있으나/심사관련 업무개선과 심사기획에 관심을 가지고 업무에 임하여심사 관련 업무의 표준화와 전체적인 효율성이 개선되었으면 함 [하반기] 균형감각을 유지하며 심사부 팀장으로서 업무수행에 최선을 다하고 있으나심사관련 업무 및  제도 개선에도 관심을 가지고 심사업무 표준화 및 효율성향상에 노력하기 바람.,[상반기] 솔선수범함으로써 직원들의 업무성과를 극대화하기 위해 최선을 다하고 있으나 / 심사관련 업무개선과 심사기획에도 보다 관심을 가지고 제도의 개선을 통한 부서의 효율적인 운영 방안에 대해 조금 더 고민해 주기 바람니다. [하반기] 솔선수범함으로써 직원들의 업무성과를 극대화하기 위해 최선을 다하고 있으나 / 심사관련 업무개선과 심사기획에도 보다 관심을 가지고 제도의 개선을 통한 부서의 효율적인 운영 방안에 대해 조금 더 고민해 주기 바람니다.,[상반기] 솔선수범함으로써 직원들의 업무성과를 극대화하기 위해 최선을 다하고 있으나 / 심사관련 업무개선과 심사기획에도 보다 관심을 가지고 제도의 개선을 통한 부서의 효율적인 운영 방안에 대해 조금 더 고민해 주기 바람니다.
0107020,[하반기] 조직 구성원들과 소통 능력이 부족하며 업무 진행에 대한 경과 보고를 무시하는 경우도 있습니다. 업무처리가 늦은편이며 생소한 업무에 대해 인적네트워크 활용을 통한 업무진행이 미숙한 편임. 업무진행시 문제점이 발생했을 경우원인 자기 주장이 강하여 오류를 범하는 경우가 있음,[상반기] 은행업무가 처음이라 신입직원들 등 어린직원들과의 소통에 다소 어려음이 있는것으로 판단되어 이 부분에 있어서는  좀 더 적극적인 자세가 필요함       [하반기] 기업금융 경험이 많이 부족하여 이부분은 점차 개선해야 함.                                                                                                                                                                                                                                                                   ,[상반기] 피 평정인 현재 본인의 업무에 대하여 확실하게 파악을 하고 처리 하고 있으나 본인의 업무에만 집중하는 단점이 있고특히 다른직원들과 협업에 어려움이 있음그리고 영업에 필욜한 활동성이 낮고/ 고객을 섭외하는데 필요한 친화력이 미흡 함. [하반기] 피 평정인 현재 본인에게 주어진 업무에 절심함이 적고 영업을 위해 필요한 대인관계의 확장이 매우 낮음특히 영업활동을 위해서는 절대적으로 필요한 활동성이 매우 낮아 가장 큰 단점임그리고 직원들과의 융화력도 매우 적은 단점이 있음,[상반기] 피 평정인 조직의 성과와 목표달성을 위해 본인의 노력이 매우 절실함에도 불구 하고 많은 부족 함이 있음이에 대한 개선이 요구 되며/ 목표와 영업목표 달성을 위헤 필요한 영업망 확보가 안됨으로 인해 성과를 도출하지 못하고 미흡 함 [하반기] - 일반 여신관리 및 기업여신관리의 경험이 부족한 상태입니다. 그로인해 기업여신의 다양한 채권을 담당함으로써 본인만의 업무 노하우등이 필요하니  기존에 관리한 사례등에 있어 많은 공부가 필요해 보입니다.,[상반기] - 차분하고 조용한 성격으로 업무지시에 있어 피드백과 각종 보고서 작성에 있어서도 다소 미흡한 점을 보이고 있는바/   조금 더 능등적인 자세로 피드백을 해주시고/ 보고 문서 작성 전 팀원들과 소통을 통해 미흡한 부분에 대하여 보완이 필요해 보임.
8107020,[하반기] 현장경험으로만 얘기를 하다보면 한계점이 나타남. 전문성과 분석력을 키워서 데이터적인 논리와 합리적인 의견제시능력이 필요하고 더욱더 배워야함.,[상반기] 목표 달성의지가 높기 때문에 가끔 목표달성을 위한 방안이 회사 전체에 미치는 영향을 고려하지 않음좀 더 넓은 시각을 가지고 업무를 진행한다면 업무역량이 한단계 발전할 것으로 생각 됨 [하반기] 문제 발생시 즉각적인 보고를 하는 부분은 좋으나 본인이 직접 해결하는 능력은 다소 떨어짐또한 목표달성에만 몰입하여 주위를 보지 못하는 부분이 다소 아쉬운 부분임. 좀 더 시각을 넓게 볼 필요가 있음,[상반기] 전체적인 회사의 이익보다는 팀의 목표달성에 너무 치중하고 있음. 일단 목표달성만 하자는 사고가 너무 강함.객관적인 분석보다는 자의적으로 해석하려는 성향이 강함. [하반기] 공동의 목표 달성 보다는 팀의 목표를 위선시 하는 부분 있음 업무를 맡길 때 정확한 취지와 방식을 설명을 좀 더 논리적으로 설명했으면 함본인과 팀 업무에 많이 집중하는 스타일이라 회사/조직 업무 진행상황과 성과에도 많은 관심을 가졌으면 함,[상반기] 1. 기획적 성향의 증진 필요 - 그룹에서의 요구가 기획부서에서의 성장가능성을 크게 보고 있음.  - 체계적 이론 구성과 업무의 설계가능. 데이타의 이해력/ CB의 이해도 등해당 부서에서 근무하지 않으면 성장시키기 어려운 영역도 있지만/ 자료와 세미나 등 많은 정보를 습득해서 기획적 사고 및 운영능력을 증진시킬 필요가 있음.  [하반기] 1. 조직원 운영상 - 모든 팀원이 우수하지 않을 수 있음. 팀이나 부서의 운영에 다양한 업무가 필요하고 인력을 적절하게 배치 운영이 필요함 - 구성원 모두에게 유사한 수준의 업무를 부여하고/ 지속적으로 보고 후 피드백을 주면서 직원의 성장을 함께하면 더욱 조직 운영에 도움이 됨,
0207020,[하반기] - 상급자에게 본인의 생각이나 의견을 제시하는 부분이 아직 부족함. 자신의 능력을 믿고 소신껏 의견을 제시해도 됨.- 회계업무와 관련해 팀원들을 이끌어 갈 수 있도록 관련 지식습득과 역량 향상에 좀 더 집중해 주길 바람.,[상반기] 본인의 주장 및 의견을 지위고하를 막론하고 적극적으로 피력                                                                                                                                                                                                                                                                                                               [하반기] 본인의 주관과 의견을 더욱 적극적으로 표현 할 필요 있음.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,[상반기] 주관과 개인적 상황에 대해 적극적으로 피력할 필요 있음.                                                                                                                                                                                                        [하반기] 본인의 의사/ 주관 적극적 피력                                                                                                                                                                                                                                                                                                                                                                                                                     ,[상반기]                                                                                                                                                                                                                                                                                                ,
2307020,[하반기] 부서의 업무특성상 갖춰야할 전문지식들이 산재해 있기때문에 장기적으로 업무와 관련된 규정 및 법에 대한 전문지식 습득을 위한 노력이 요구되고 있으며 이를 바탕으로 조직관리 및 업무관리가 있어야 될것으로 보여짐.보고서등 작성과 검토시 회사의 원하는바를 좀더 신중하게 검토하고 작성하여 완성도와 속도를 높이는 노력이 요구됨.,[상반기] 전문가가 되기위한 전문지식습득과 관련하여 좀더 노력이 요구됨.저축은행의 특성상 규정과 원칙을 준수하기 위한 미비된 체계와 시스템을 정비하여 업무누수를 줄이는 계획을 지속적으로 추진해 나가야 함. 개성이 강한 경력직원들의 활용과 기존 직원들과의 유대관계 형성을 통한 팀웍강화 필요 [하반기] 전문지식습득과 더불어 실무경험을 쌓아야 하기에 틈틈히 실무에 대한 접근이 필요함. 시스템화 되어있지않는 분야에 대해서 체계화를 지속시켜 업무적인 누수와 오류를 방지할 필요가 있음.,[상반기] 담보관리 전문성은 좀더 전문지식습득과 실무경험이 필요하며 대외적인 인맥구축등 활발한 외부활동이 요구됨.관리인원이 많은 만큼 팀장들과의 유기적인 소통을 통한 체계적인 조직관리를 위한 노력이 있어야함. [하반기] 사후관리중 담보관련하여 전문지식과 경험축적이 필요하기에 지속적으로 자기개발 요함업무연관성이 높은 부서들과의 협업을 위한 노련미를 보완하여 결과물에 대한 만족도를 높여야함.,[상반기] PL채권에 국한된 업무지식과 관리로 인해 종합적인 채권관리의 노하우를 보완하기위해 기업여신등 저축은행에서 발생하는 모든 채권에 대한 이해와 지식습득필요.또한 저축은행의 경영지표는 항상 예의주시하여야함.,
7108020,[하반기]  -  데이터화 한 업무관리에 체계를 좀더 세밀하게 재확인하고 평가를 한다면 높은 효율성과 정확성을 가질 것 같음.            -  원활한 의사소통으로 인한 유대관계를 좀 더  규정화 된 형태로  지속적으로  유지관리를 할 필요가 있음.                             ,[상반기] 강점으로 보일 수 있는 강한 리더쉽과 호불호가 명확하여 팀원들이 바라보는 시각에서 다소 강한 이미지로 비춰질 수 있는데 제주도라는 지점 특성상 오랜기간 팀원간 결속력이 단단하여 관리자가 팀원들 진정한 면면을 파악하기 위해서는 좀더 유연한 자세로 소통에 노력을 기울여줬으면 합니다. [하반기] 채권조직 개편이라는 큰 흐름에 다소 비껴가 있는 만큼 실적에 대한 관심도가 높아 다소 수치 평가에 대한 민감함이 보여지며 좀 더 큰 흐름의 조직에 관한 시야를 넓힐 필요가 있다고 판단됨.,[상반기] 팀원 개개인의 업무역할에대한 진단은 정확하나 개선을위한 주기적인 모니터링 및 피드백을 통해 완벽하게 레벨업시킬수있는사후관리에있어서는 리더로서의 보완이 필요함. [하반기] 목표를 만들기 위한 과정에서는 지위고하에 관계없이 나의 생각과 의견을 적극적으로 개진하려는 노력이 필요하며 구체적인 논리/ 근거/ 대안을 함께 제시하였으면 함,[상반기] 최근 부서변경으로 인한 업무파악에 있어 시간이 필요했지만 좀더  적극적인 자세가 필요함                                                                                                                       ,
9008020,[하반기] 자기개발에 대한 의지가 부족하고 법무진행에 대한 적극성은 피드백을 자주 하였지만아직 미진한 상황을 보여줌  업무에 대한 집중도 향상이 필요함,[상반기] 업무에 대해 능동적인 태도를 보이지 못함/ 모르는 업무에 대해서도 스스로 알기 위해 노력하는 모습이 부족함. 전체적인 실적달성율에서도 부족한 모습을 보임.  [하반기] 활달한 성격으로 업무에 임하는 모습은 보기 좋으나 업무 누수를 줄일 필요가 있습니다. 또한 업무에 체계적으로 계획을 세우고  임한다면 보다 나은 성과를 낼것으로 기대됩니다,[상반기] * 회사에서 요구하는 기본적인 자격증은 강요는 아니지만  겉으로 보여지는 기본적인 평가가 될수도 있고 개인역량 향상에도 도움이 되니 취득을 도전해보길 바람* npl조직에서 필요한 업무역량과  전문성을 지속적으로 향상시켜서 차후 어떤 업무를 맡더라도 잘 소화할수 있기를 바람 [하반기] * npl조직에서 필요한 업무역량과  전문성을 지속적으로 향상시켜서 차후 어떤 업무를 맡더라도 후배들의 귀감이되고 채권관리에 있어서 전문성있게 부족한 부분은 채워줄수있는 선배가 될 수 있도록 노력부탁합니다. ,[상반기] ⊙ npl조직에서 필요한 업무역량과  전문성을 지속적으로 향상시켜 주시고  차후 어떤 업무를 맡더라도 후배들의 귀감이될수 있도록 해야 함. ⊙ 채권관리에 있어서 전문성있게 부족한 부분은 채워줄수있는 팀원이 될 수 있도록 개선 해 주셨으면 합니다. ,[상반기] * 새로운 보직으로 이동 시 적극적인 자세로 도전해 보는 모습을 보였으면 좋았다고 생각 됩니다.  후배사원들 또한 선배사원으로서 모범적인 업무수행을 위해 노력하는 모습을 항상 기대하고  있고 저 또한 앞장서서 적극적으로 움직이는 모습을 보여 주셔야 조직이 활기차게 움직입니다. [하반기] 특별히 보완할 점은 없습니다. 다만/ 업무적인 부분의 문제는 없었으나/ 전체 콜렉션 직원들과의 순위에서 하위권에 있었던 점에 조금 아쉬움이 있습니다. 부서 이동으로 인해 적응에 있어서 시간이 조금 걸렸던 부분이 달성율의 원인이라 생각합니다. 
9009020,[하반기] 하반기 개인 목표 대비 실적이 부진합니다직원들과 협업 및 소통에 있어 다소 보완이 필요해 보입니다영업 네트워크 및 활동 대비 효율성 있는 실적이 필요합니다.,[상반기] 업계에서 프로가 되기 위해 그에 맞게 생각하고 행동해야 하며/ 기대하는 역할과 책임을 분명히 이해하고 리더로서 솔선수범하고 리스크관리와 영업적 네트워크를 적절히 병행해서 수행하여야함 [하반기] 업계에서 프로가 되기 위해 그에 맞게 생각하고 행동해야 하며/ 기대하는 역할과 책임을 분명히 이해하고 리더오서 솔선수범하고 리스크관리와 영업적 네트워크 관리를 적절히 병행해서 수행 필요,[상반기]  - 향후 경제상황에 대비하여 앞으로 리스크관리 및 채권관리에 집중하고/ 특히 팀원들의 기업금융관련 업무역량 향상에 특별히 신경써 주시기 바랍니다. [하반기]  - 향후 경제상황에 대비하여 앞으로 리스크관리 및 채권관리에 집중하고/ 특히 팀원들의 기업금융관련 업무역량 향상에 특별히 신경써 주시기 바랍니다.,[상반기] 업무를 맡길 때 정확한 취지와 올바른 방식을 직원의 눈높이에 맞춰 충분히 제공한다.주기적으로 업무 경과를 점검하여 미비점을 보완하고/ 상사의 요청이 없어도 자발적으로 경과 보고를 한다. [하반기] 업무를 맡길 때 정확한 취지와 올바른 방식을 직원의 눈높이에 맞춰 충분히 제공한다.주기적으로 업무 경과를 점검하여 미비점을 보완하고/ 상사의 요청이 없어도 자발적으로 경과 보고를 한다.,
2009020,[하반기] 본인의 실적에만 관심을 가지고 전체적인 안목을 보이지 못하는 부분이 아쉬움.불평불만이 있어 본인이 피해보는것을 절대로 싫어하는 스타일임.팀에 대한 배려가 약간 부족함.,[상반기] 합의된 내용에 대해 문제 제기는 좋으나/ 구체적인 논리와 근거가 부족할때도 있습니다.조직 전체 이익보단 개인의 이익을 추가하는 경향도 있습니다. [하반기] 업무에 있어 프로페셔널한 자세는 매우 좋습니다만 업무나 조직에 대한 개선에 대한 의사표현시 오해를 살 부분이 종종 있습니다.공감을 할 수 있는 표현이 필요해 보입니다,[상반기] 성공에 대한 신념을 바탕으로 어렵고 힘든 과제에 대해서도 집요하게 추진하고 책임을 다하여 성과를 이루어내고야 만다는 생각과 우리 앞에 놓인 편견/ 리스크/ 장애물을 동료들과 '원팀'이 되어 돌파할 것이라는 믿음이 필요함 [하반기] 자신의 의견과 상충되는 의견일 일지라도 열린마인드로 더 넓게 수용 한다면/동료 및 선임 사원으로서 선/후배들에게 충분한 귀감이 될꺼라 기대합니다.,[상반기] 업무함에 있어 본인과 다른 의견이 있을경우 그 의견을 수용해야 한다고 정했으면 그 의견을 존중해 주고 적극적인 동참이 필요 하며 기존의 업무 관례를 벗어나 새로은 방식의 업무 방식 간구를 당부 함 [하반기] 성실한 업무자세와 하려고 하는 의지는 높으나 불필요한 잔업은 줄여 갈 필요가 있습니다.채무자와 상담시/ 이전 신용채권 관리와 같이 단기간에 입금시키려고하는 의지가 강합니다. 모기지채권의 특성상 조금의 여유를 가지고 입금시기를 조율해도 될 것 같습니다.,[상반기] 성실한 업무자세와 하려고 하는 의지는 높으나 불필요한 잔업이 많습니다. 간혹 규정된 업무에 대해 잘못된 이해로 인해 업무가 다르게 진행되는 경우가 있습니다. 의문이 드는 업무는 꼭 직원 및 상급자에게 확인할 필요가 있습니다.  [하반기] 채무자와 상담시/ 이전 신용채권 관리와 같이 단기간에 입금시키려고하는 의지가 강합니다. 모기지채권의 특성상 조금의 여유를 가지고 입금시기를 조율하는 상담이 필요합니다.성실한 업무자세와 하려고 하는 의지는 높으나 불필요한 잔업은 줄여 갈 필요가 있습니다.
8009020,[하반기] 회사의 정책방향 및 역량상승에 대한 의지 고취 노력 필요. 충분한 개인 역량을 보유하고 있는 만큼 본인의 노력으로 현 직무이상의 업무 능력 소화가 가능하다고 보여 짐. ,[상반기] 현재의 업무이상을 수행하려는 적극성이나 의지가 부족해 보임.위의 내용으로 역향상승에 대한 한계가 있어 의지고취를 위한 본인 노력을 보여줄 것을 당부.  [하반기] 회사 정책방향에 대한 적극적인 동참 및 팀원 독려 부족. 개인역량강화 부족으로 전반적인 관리자의 역량상승이 더뎌지고 있다고 보여지고 있어 적극적인 태도가 좀 더 필요 함. ,[상반기] _ 팀원 개개인별 성향이 다른만큼 팀원 눈높이 피드백을 통한 역량강화 방법을 모색해 주었으면 함._ 팀원들과 공감대 형성하며 긍정적 팀웍 향상을 위해 노력해주기를 기대함. [하반기] _ 센터내 다른 관리자 및 팀원들과 협업하는 자세가 필요하며 본인과 의견이 다르더라도 수용하려는 자세가 보다 요구됨. _ 근태관리에 보다 신경써주기를 바랍니다,[상반기] _ 다소 감정에 기복이 있으며 _ 개인적인 성향으로 다른 팀장들고 협업하려는 모습이 부족함. _ 힘들고 번거로운 일이지만 공동체를 위해 솔선수범한다면 보다 좋을 듯 함. ,[상반기] 실적 저조 두드러진 매니져 관리 강화 필요함/ 일일 콜실적/ 방문실행여부/ 채무조정 분납 신규와 유지율 향상을 위해 타이트한 면담과 업무내용 점검등의 관리방안 강화 필요 [하반기] 실적 저조 두드러진 매니져 관리 강화 필요함/ 일일 콜실적/ 방문실행여부/ 채무조정 분납 신규와 유지율 향상을 위해 타이트한 면담과 업무내용 점검등의 관리방안 필요
